sequence_id,predicted_genome,decision_type,k3_prediction,k5_prediction,k7_prediction,vote_counts
3368,NC_011126,unanimous,4,4,4,"{4: 3}"
3369,NC_011126,unanimous,4,4,4,"{4: 3}"
3370,NC_011126,unanimous,4,4,4,"{4: 3}"
3371,NC_011126,unanimous,4,4,4,"{4: 3}"
3372,NC_011126,unanimous,4,4,4,"{4: 3}"
3373,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3374,NC_011126,unanimous,4,4,4,"{4: 3}"
3375,NC_011126,unanimous,4,4,4,"{4: 3}"
3376,NC_011126,unanimous,4,4,4,"{4: 3}"
3377,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3378,NC_011126,unanimous,4,4,4,"{4: 3}"
3379,NC_011126,unanimous,4,4,4,"{4: 3}"
3380,NC_011126,unanimous,4,4,4,"{4: 3}"
3381,NC_011126,unanimous,4,4,4,"{4: 3}"
3382,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3383,NC_011126,unanimous,4,4,4,"{4: 3}"
3384,NC_011126,unanimous,4,4,4,"{4: 3}"
3385,NC_011126,unanimous,4,4,4,"{4: 3}"
3386,NC_011126,unanimous,4,4,4,"{4: 3}"
3387,NC_008709,tie_breaker,0,4,9,"{0: 1; 4: 1; 9: 1}"
3388,NC_008709,tie_breaker,6,4,9,"{6: 1; 4: 1; 9: 1}"
3389,NC_011126,unanimous,4,4,4,"{4: 3}"
3390,NC_011126,unanimous,4,4,4,"{4: 3}"
3391,NC_011126,unanimous,4,4,4,"{4: 3}"
3392,NC_011126,unanimous,4,4,4,"{4: 3}"
3393,NC_011126,unanimous,4,4,4,"{4: 3}"
3394,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3395,NC_011126,unanimous,4,4,4,"{4: 3}"
3396,NC_011126,unanimous,4,4,4,"{4: 3}"
3397,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3398,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3399,NC_011126,unanimous,4,4,4,"{4: 3}"
3400,NC_011126,unanimous,4,4,4,"{4: 3}"
3401,NC_011126,unanimous,4,4,4,"{4: 3}"
3402,NC_011126,unanimous,4,4,4,"{4: 3}"
3403,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3404,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
3405,NC_015722,unanimous,5,5,5,"{5: 3}"
3406,NC_011126,unanimous,4,4,4,"{4: 3}"
3407,NC_011126,unanimous,4,4,4,"{4: 3}"
3408,NC_007984,majority,0,2,2,"{0: 1; 2: 2}"
3409,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3410,NC_011126,unanimous,4,4,4,"{4: 3}"
3411,NC_011126,unanimous,4,4,4,"{4: 3}"
3412,NC_013943,majority,6,0,0,"{6: 1; 0: 2}"
3413,NC_011126,unanimous,4,4,4,"{4: 3}"
3414,NC_011126,unanimous,4,4,4,"{4: 3}"
3415,NC_011126,unanimous,4,4,4,"{4: 3}"
3416,NC_011126,unanimous,4,4,4,"{4: 3}"
3417,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3418,NC_015722,tie_breaker,0,4,5,"{0: 1; 4: 1; 5: 1}"
3419,NC_011126,unanimous,4,4,4,"{4: 3}"
3420,NC_011126,unanimous,4,4,4,"{4: 3}"
3421,NC_011126,unanimous,4,4,4,"{4: 3}"
3422,NC_015722,majority,2,5,5,"{2: 1; 5: 2}"
3423,NC_007984,unanimous,2,2,2,"{2: 3}"
3424,NC_011126,unanimous,4,4,4,"{4: 3}"
3425,NC_011126,unanimous,4,4,4,"{4: 3}"
3426,NC_011126,unanimous,4,4,4,"{4: 3}"
3427,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
3428,NC_011126,unanimous,4,4,4,"{4: 3}"
3429,NC_013943,unanimous,0,0,0,"{0: 3}"
3430,NC_011126,unanimous,4,4,4,"{4: 3}"
3431,NC_011126,unanimous,4,4,4,"{4: 3}"
3432,NC_011126,unanimous,4,4,4,"{4: 3}"
3433,NC_011138,majority,6,6,0,"{6: 2; 0: 1}"
3434,NC_011126,unanimous,4,4,4,"{4: 3}"
3435,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
3436,NC_011126,unanimous,4,4,4,"{4: 3}"
3437,NC_015722,tie_breaker,6,4,5,"{6: 1; 4: 1; 5: 1}"
3438,NC_011126,unanimous,4,4,4,"{4: 3}"
3439,NC_015722,majority,5,5,2,"{5: 2; 2: 1}"
3440,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3441,NC_011126,unanimous,4,4,4,"{4: 3}"
3442,NC_008709,unanimous,9,9,9,"{9: 3}"
3443,NC_011126,unanimous,4,4,4,"{4: 3}"
3444,NC_011126,unanimous,4,4,4,"{4: 3}"
3445,NC_011126,unanimous,4,4,4,"{4: 3}"
3446,NC_013943,majority,2,0,0,"{2: 1; 0: 2}"
3447,NC_011126,unanimous,4,4,4,"{4: 3}"
3448,NC_011126,unanimous,4,4,4,"{4: 3}"
3449,NC_011126,unanimous,4,4,4,"{4: 3}"
3450,NC_011126,unanimous,4,4,4,"{4: 3}"
3451,NC_011126,unanimous,4,4,4,"{4: 3}"
3452,NC_011126,unanimous,4,4,4,"{4: 3}"
3453,NC_011126,unanimous,4,4,4,"{4: 3}"
3454,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
3455,NC_011126,unanimous,4,4,4,"{4: 3}"
3456,NC_015722,unanimous,5,5,5,"{5: 3}"
3457,NC_011126,unanimous,4,4,4,"{4: 3}"
3458,NC_011126,unanimous,4,4,4,"{4: 3}"
3459,NC_011126,unanimous,4,4,4,"{4: 3}"
3460,NC_011126,unanimous,4,4,4,"{4: 3}"
3461,NC_011126,unanimous,4,4,4,"{4: 3}"
3462,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
3463,NC_011126,majority,9,4,4,"{9: 1; 4: 2}"
3464,NC_011126,unanimous,4,4,4,"{4: 3}"
3465,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3466,NC_011126,unanimous,4,4,4,"{4: 3}"
3467,NC_007984,majority,4,2,2,"{4: 1; 2: 2}"
3468,NC_011138,unanimous,6,6,6,"{6: 3}"
3469,NC_011126,unanimous,4,4,4,"{4: 3}"
3470,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3471,NC_011126,unanimous,4,4,4,"{4: 3}"
3472,NC_011126,unanimous,4,4,4,"{4: 3}"
3473,NC_011126,unanimous,4,4,4,"{4: 3}"
3474,NC_011126,unanimous,4,4,4,"{4: 3}"
3475,NC_015722,unanimous,5,5,5,"{5: 3}"
3476,NC_011126,unanimous,4,4,4,"{4: 3}"
3477,NC_011126,unanimous,4,4,4,"{4: 3}"
3478,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
3479,NC_015722,unanimous,5,5,5,"{5: 3}"
3480,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3481,NC_011126,unanimous,4,4,4,"{4: 3}"
3482,NC_011126,unanimous,4,4,4,"{4: 3}"
3483,NC_011126,unanimous,4,4,4,"{4: 3}"
3484,NC_011126,unanimous,4,4,4,"{4: 3}"
3485,NC_011126,unanimous,4,4,4,"{4: 3}"
3486,NC_015722,unanimous,5,5,5,"{5: 3}"
3487,NC_007984,unanimous,2,2,2,"{2: 3}"
3488,NC_011138,majority,6,6,0,"{6: 2; 0: 1}"
3489,NC_011126,unanimous,4,4,4,"{4: 3}"
3490,NC_011126,unanimous,4,4,4,"{4: 3}"
3491,NC_011126,unanimous,4,4,4,"{4: 3}"
3492,NC_011126,unanimous,4,4,4,"{4: 3}"
3493,NC_011126,unanimous,4,4,4,"{4: 3}"
3494,NC_011126,unanimous,4,4,4,"{4: 3}"
3495,NC_011126,unanimous,4,4,4,"{4: 3}"
3496,NC_011126,unanimous,4,4,4,"{4: 3}"
3497,NC_011126,unanimous,4,4,4,"{4: 3}"
3498,NC_011126,unanimous,4,4,4,"{4: 3}"
3499,NC_011126,unanimous,4,4,4,"{4: 3}"
3500,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3501,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3502,NC_011126,unanimous,4,4,4,"{4: 3}"
3503,NC_011138,unanimous,6,6,6,"{6: 3}"
3504,NC_011126,unanimous,4,4,4,"{4: 3}"
3505,NC_015722,unanimous,5,5,5,"{5: 3}"
3506,NC_011126,unanimous,4,4,4,"{4: 3}"
3507,NC_011126,unanimous,4,4,4,"{4: 3}"
3508,NC_011126,unanimous,4,4,4,"{4: 3}"
3509,NC_015722,unanimous,5,5,5,"{5: 3}"
3510,NC_011126,unanimous,4,4,4,"{4: 3}"
3511,NC_011126,unanimous,4,4,4,"{4: 3}"
3512,NC_013943,unanimous,0,0,0,"{0: 3}"
3513,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
3514,NC_011126,unanimous,4,4,4,"{4: 3}"
3515,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
3516,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3517,NC_011126,unanimous,4,4,4,"{4: 3}"
3518,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3519,NC_011126,unanimous,4,4,4,"{4: 3}"
3520,NC_011126,unanimous,4,4,4,"{4: 3}"
3521,NC_007984,majority,5,2,2,"{5: 1; 2: 2}"
3522,NC_011126,unanimous,4,4,4,"{4: 3}"
3523,NC_011126,unanimous,4,4,4,"{4: 3}"
3524,NC_011126,unanimous,4,4,4,"{4: 3}"
3525,NC_011126,unanimous,4,4,4,"{4: 3}"
3526,NC_011126,unanimous,4,4,4,"{4: 3}"
3527,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3528,NC_011126,unanimous,4,4,4,"{4: 3}"
3529,NC_011126,unanimous,4,4,4,"{4: 3}"
3530,NC_008709,unanimous,9,9,9,"{9: 3}"
3531,NC_011126,unanimous,4,4,4,"{4: 3}"
3532,NC_011126,unanimous,4,4,4,"{4: 3}"
3533,NC_008709,unanimous,9,9,9,"{9: 3}"
3534,NC_011126,unanimous,4,4,4,"{4: 3}"
3535,NC_015722,unanimous,5,5,5,"{5: 3}"
3536,NC_011126,unanimous,4,4,4,"{4: 3}"
3537,NC_011126,unanimous,4,4,4,"{4: 3}"
3538,NC_011138,unanimous,6,6,6,"{6: 3}"
3539,NC_011138,unanimous,6,6,6,"{6: 3}"
3540,NC_011126,majority,4,6,4,"{4: 2; 6: 1}"
3541,NC_011126,unanimous,4,4,4,"{4: 3}"
3542,NC_011126,majority,4,0,4,"{4: 2; 0: 1}"
3543,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3544,NC_011126,unanimous,4,4,4,"{4: 3}"
3545,NC_015722,unanimous,5,5,5,"{5: 3}"
3546,NC_011126,unanimous,4,4,4,"{4: 3}"
3547,NC_007984,majority,2,4,2,"{2: 2; 4: 1}"
3548,NC_011126,unanimous,4,4,4,"{4: 3}"
3549,NC_011126,unanimous,4,4,4,"{4: 3}"
3550,NC_011126,unanimous,4,4,4,"{4: 3}"
3551,NC_011126,unanimous,4,4,4,"{4: 3}"
3552,NC_013943,unanimous,0,0,0,"{0: 3}"
3553,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3554,NC_011126,unanimous,4,4,4,"{4: 3}"
3555,NC_011126,unanimous,4,4,4,"{4: 3}"
3556,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
3557,NC_011126,unanimous,4,4,4,"{4: 3}"
3558,NC_015722,majority,4,5,5,"{4: 1; 5: 2}"
3559,NC_011126,unanimous,4,4,4,"{4: 3}"
3560,NC_007984,majority,2,2,5,"{2: 2; 5: 1}"
3561,NC_011126,unanimous,4,4,4,"{4: 3}"
3562,NC_011126,majority,4,4,9,"{4: 2; 9: 1}"
3563,NC_011126,unanimous,4,4,4,"{4: 3}"
3564,NC_011126,unanimous,4,4,4,"{4: 3}"
3565,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
3566,NC_011126,unanimous,4,4,4,"{4: 3}"
3567,NC_011126,unanimous,4,4,4,"{4: 3}"
3568,NC_011126,unanimous,4,4,4,"{4: 3}"
3569,NC_011126,unanimous,4,4,4,"{4: 3}"
3570,NC_011126,unanimous,4,4,4,"{4: 3}"
3571,NC_011126,unanimous,4,4,4,"{4: 3}"
3572,NC_011126,unanimous,4,4,4,"{4: 3}"
3573,NC_011126,unanimous,4,4,4,"{4: 3}"
3574,NC_015722,majority,0,5,5,"{0: 1; 5: 2}"
3575,NC_011138,unanimous,6,6,6,"{6: 3}"
3576,NC_011126,unanimous,4,4,4,"{4: 3}"
3577,NC_011126,unanimous,4,4,4,"{4: 3}"
3578,NC_011126,unanimous,4,4,4,"{4: 3}"
3579,NC_011126,unanimous,4,4,4,"{4: 3}"
3580,NC_011126,unanimous,4,4,4,"{4: 3}"
3581,NC_011126,unanimous,4,4,4,"{4: 3}"
3582,NC_011126,unanimous,4,4,4,"{4: 3}"
3583,NC_007984,majority,0,2,2,"{0: 1; 2: 2}"
3584,NC_011126,unanimous,4,4,4,"{4: 3}"
3585,NC_011126,unanimous,4,4,4,"{4: 3}"
3586,NC_011126,unanimous,4,4,4,"{4: 3}"
3587,NC_011126,unanimous,4,4,4,"{4: 3}"
3588,NC_011126,unanimous,4,4,4,"{4: 3}"
3589,NC_011126,unanimous,4,4,4,"{4: 3}"
3590,NC_011126,unanimous,4,4,4,"{4: 3}"
3591,NC_011126,unanimous,4,4,4,"{4: 3}"
3592,NC_015722,unanimous,5,5,5,"{5: 3}"
3593,NC_011126,unanimous,4,4,4,"{4: 3}"
3594,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3595,NC_011126,unanimous,4,4,4,"{4: 3}"
3596,NC_011126,majority,9,4,4,"{9: 1; 4: 2}"
3597,NC_011126,unanimous,4,4,4,"{4: 3}"
3598,NC_011126,unanimous,4,4,4,"{4: 3}"
3599,NC_007984,unanimous,2,2,2,"{2: 3}"
3600,NC_011126,unanimous,4,4,4,"{4: 3}"
3601,NC_011126,unanimous,4,4,4,"{4: 3}"
3602,NC_011126,unanimous,4,4,4,"{4: 3}"
3603,NC_011126,unanimous,4,4,4,"{4: 3}"
3604,NC_011126,unanimous,4,4,4,"{4: 3}"
3605,NC_007984,majority,2,4,2,"{2: 2; 4: 1}"
3606,NC_011126,unanimous,4,4,4,"{4: 3}"
3607,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3608,NC_011138,unanimous,6,6,6,"{6: 3}"
3609,NC_011126,unanimous,4,4,4,"{4: 3}"
3610,NC_007984,unanimous,2,2,2,"{2: 3}"
3611,NC_011126,unanimous,4,4,4,"{4: 3}"
3612,NC_011126,unanimous,4,4,4,"{4: 3}"
3613,NC_007984,unanimous,2,2,2,"{2: 3}"
3614,NC_011126,unanimous,4,4,4,"{4: 3}"
3615,NC_007984,unanimous,2,2,2,"{2: 3}"
3616,NC_011126,unanimous,4,4,4,"{4: 3}"
3617,NC_011126,unanimous,4,4,4,"{4: 3}"
3618,NC_011126,unanimous,4,4,4,"{4: 3}"
3619,NC_011126,unanimous,4,4,4,"{4: 3}"
3620,NC_015722,majority,5,4,5,"{5: 2; 4: 1}"
3621,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3622,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3623,NC_011126,unanimous,4,4,4,"{4: 3}"
3624,NC_008709,tie_breaker,2,4,9,"{2: 1; 4: 1; 9: 1}"
3625,NC_011126,unanimous,4,4,4,"{4: 3}"
3626,NC_011126,unanimous,4,4,4,"{4: 3}"
3627,NC_011126,unanimous,4,4,4,"{4: 3}"
3628,NC_015722,unanimous,5,5,5,"{5: 3}"
3629,NC_011126,unanimous,4,4,4,"{4: 3}"
3630,NC_011138,unanimous,6,6,6,"{6: 3}"
3631,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3632,NC_011126,unanimous,4,4,4,"{4: 3}"
3633,NC_011126,unanimous,4,4,4,"{4: 3}"
3634,NC_011126,unanimous,4,4,4,"{4: 3}"
3635,NC_011138,unanimous,6,6,6,"{6: 3}"
3636,NC_011126,unanimous,4,4,4,"{4: 3}"
3637,NC_011126,unanimous,4,4,4,"{4: 3}"
3638,NC_011126,unanimous,4,4,4,"{4: 3}"
3639,NC_011126,unanimous,4,4,4,"{4: 3}"
3640,NC_011126,unanimous,4,4,4,"{4: 3}"
3641,NC_011126,unanimous,4,4,4,"{4: 3}"
3642,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3643,NC_007984,unanimous,2,2,2,"{2: 3}"
3644,NC_011126,unanimous,4,4,4,"{4: 3}"
3645,NC_011126,unanimous,4,4,4,"{4: 3}"
3646,NC_011126,unanimous,4,4,4,"{4: 3}"
3647,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3648,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3649,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3650,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3651,NC_007984,unanimous,2,2,2,"{2: 3}"
3652,NC_011126,majority,4,4,0,"{4: 2; 0: 1}"
3653,NC_007984,unanimous,2,2,2,"{2: 3}"
3654,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3655,NC_011126,unanimous,4,4,4,"{4: 3}"
3656,NC_011126,unanimous,4,4,4,"{4: 3}"
3657,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3658,NC_011126,unanimous,4,4,4,"{4: 3}"
3659,NC_011126,unanimous,4,4,4,"{4: 3}"
3660,NC_011126,unanimous,4,4,4,"{4: 3}"
3661,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3662,NC_011126,unanimous,4,4,4,"{4: 3}"
3663,NC_011126,unanimous,4,4,4,"{4: 3}"
3664,NC_011126,unanimous,4,4,4,"{4: 3}"
3665,NC_011138,unanimous,6,6,6,"{6: 3}"
3666,NC_013943,unanimous,0,0,0,"{0: 3}"
3667,NC_011126,unanimous,4,4,4,"{4: 3}"
3668,NC_011126,unanimous,4,4,4,"{4: 3}"
3669,NC_007984,unanimous,2,2,2,"{2: 3}"
3670,NC_011126,unanimous,4,4,4,"{4: 3}"
3671,NC_011126,unanimous,4,4,4,"{4: 3}"
3672,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
3673,NC_011126,unanimous,4,4,4,"{4: 3}"
3674,NC_011126,unanimous,4,4,4,"{4: 3}"
3675,NC_011126,unanimous,4,4,4,"{4: 3}"
3676,NC_011126,unanimous,4,4,4,"{4: 3}"
3677,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3678,NC_011126,unanimous,4,4,4,"{4: 3}"
3679,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3680,NC_011126,unanimous,4,4,4,"{4: 3}"
3681,NC_011126,unanimous,4,4,4,"{4: 3}"
3682,NC_011126,unanimous,4,4,4,"{4: 3}"
3683,NC_011126,unanimous,4,4,4,"{4: 3}"
3684,NC_015722,unanimous,5,5,5,"{5: 3}"
3685,NC_011126,unanimous,4,4,4,"{4: 3}"
3686,NC_011126,unanimous,4,4,4,"{4: 3}"
3687,NC_007984,unanimous,2,2,2,"{2: 3}"
3688,NC_011126,unanimous,4,4,4,"{4: 3}"
3689,NC_011126,unanimous,4,4,4,"{4: 3}"
3690,NC_011126,unanimous,4,4,4,"{4: 3}"
3691,NC_011126,unanimous,4,4,4,"{4: 3}"
3692,NC_011126,unanimous,4,4,4,"{4: 3}"
3693,NC_011126,unanimous,4,4,4,"{4: 3}"
3694,NC_011126,unanimous,4,4,4,"{4: 3}"
3695,NC_015722,unanimous,5,5,5,"{5: 3}"
3696,NC_011126,unanimous,4,4,4,"{4: 3}"
3697,NC_011126,unanimous,4,4,4,"{4: 3}"
3698,NC_011126,unanimous,4,4,4,"{4: 3}"
3699,NC_015722,majority,2,5,5,"{2: 1; 5: 2}"
3700,NC_007984,majority,2,2,5,"{2: 2; 5: 1}"
3701,NC_011126,unanimous,4,4,4,"{4: 3}"
3702,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3703,NC_011126,unanimous,4,4,4,"{4: 3}"
3704,NC_011126,unanimous,4,4,4,"{4: 3}"
3705,NC_011126,unanimous,4,4,4,"{4: 3}"
3706,NC_011126,unanimous,4,4,4,"{4: 3}"
3707,NC_011126,unanimous,4,4,4,"{4: 3}"
3708,NC_013943,unanimous,0,0,0,"{0: 3}"
3709,NC_011126,unanimous,4,4,4,"{4: 3}"
3710,NC_011126,unanimous,4,4,4,"{4: 3}"
3711,NC_011126,unanimous,4,4,4,"{4: 3}"
3712,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3713,NC_011126,unanimous,4,4,4,"{4: 3}"
3714,NC_011126,unanimous,4,4,4,"{4: 3}"
3715,NC_011126,tie_breaker,2,5,4,"{2: 1; 5: 1; 4: 1}"
3716,NC_011126,unanimous,4,4,4,"{4: 3}"
3717,NC_011138,tie_breaker,4,2,6,"{4: 1; 2: 1; 6: 1}"
3718,NC_008709,majority,9,9,6,"{9: 2; 6: 1}"
3719,NC_011126,unanimous,4,4,4,"{4: 3}"
3720,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
3721,NC_011126,majority,4,9,4,"{4: 2; 9: 1}"
3722,NC_011126,unanimous,4,4,4,"{4: 3}"
3723,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3724,NC_011126,unanimous,4,4,4,"{4: 3}"
3725,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3726,NC_011126,unanimous,4,4,4,"{4: 3}"
3727,NC_011126,unanimous,4,4,4,"{4: 3}"
3728,NC_011126,unanimous,4,4,4,"{4: 3}"
3729,NC_011126,unanimous,4,4,4,"{4: 3}"
3730,NC_011126,unanimous,4,4,4,"{4: 3}"
3731,NC_011126,unanimous,4,4,4,"{4: 3}"
3732,NC_011126,unanimous,4,4,4,"{4: 3}"
3733,NC_011126,unanimous,4,4,4,"{4: 3}"
3734,NC_011126,unanimous,4,4,4,"{4: 3}"
3735,NC_011126,unanimous,4,4,4,"{4: 3}"
3736,NC_007984,majority,2,2,5,"{2: 2; 5: 1}"
3737,NC_011126,unanimous,4,4,4,"{4: 3}"
3738,NC_011126,unanimous,4,4,4,"{4: 3}"
3739,NC_011126,unanimous,4,4,4,"{4: 3}"
3740,NC_011126,unanimous,4,4,4,"{4: 3}"
3741,NC_011126,unanimous,4,4,4,"{4: 3}"
3742,NC_011126,unanimous,4,4,4,"{4: 3}"
3743,NC_011126,unanimous,4,4,4,"{4: 3}"
3744,NC_011126,unanimous,4,4,4,"{4: 3}"
3745,NC_011126,unanimous,4,4,4,"{4: 3}"
3746,NC_011126,unanimous,4,4,4,"{4: 3}"
3747,NC_011126,unanimous,4,4,4,"{4: 3}"
3748,NC_011126,unanimous,4,4,4,"{4: 3}"
3749,NC_011126,unanimous,4,4,4,"{4: 3}"
3750,NC_011126,unanimous,4,4,4,"{4: 3}"
3751,NC_011126,unanimous,4,4,4,"{4: 3}"
3752,NC_011126,unanimous,4,4,4,"{4: 3}"
3753,NC_011126,unanimous,4,4,4,"{4: 3}"
3754,NC_015722,unanimous,5,5,5,"{5: 3}"
3755,NC_011126,unanimous,4,4,4,"{4: 3}"
3756,NC_011126,unanimous,4,4,4,"{4: 3}"
3757,NC_011126,unanimous,4,4,4,"{4: 3}"
3758,NC_011138,unanimous,6,6,6,"{6: 3}"
3759,NC_011126,unanimous,4,4,4,"{4: 3}"
3760,NC_011126,unanimous,4,4,4,"{4: 3}"
3761,NC_011126,unanimous,4,4,4,"{4: 3}"
3762,NC_011126,unanimous,4,4,4,"{4: 3}"
3763,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3764,NC_011126,unanimous,4,4,4,"{4: 3}"
3765,NC_011126,unanimous,4,4,4,"{4: 3}"
3766,NC_011126,unanimous,4,4,4,"{4: 3}"
3767,NC_011126,unanimous,4,4,4,"{4: 3}"
3768,NC_011126,unanimous,4,4,4,"{4: 3}"
3769,NC_011126,unanimous,4,4,4,"{4: 3}"
3770,NC_011126,unanimous,4,4,4,"{4: 3}"
3771,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3772,NC_011126,unanimous,4,4,4,"{4: 3}"
3773,NC_007984,unanimous,2,2,2,"{2: 3}"
3774,NC_013943,unanimous,0,0,0,"{0: 3}"
3775,NC_011126,unanimous,4,4,4,"{4: 3}"
3776,NC_011126,unanimous,4,4,4,"{4: 3}"
3777,NC_011126,unanimous,4,4,4,"{4: 3}"
3778,NC_011126,unanimous,4,4,4,"{4: 3}"
3779,NC_007984,unanimous,2,2,2,"{2: 3}"
3780,NC_011126,unanimous,4,4,4,"{4: 3}"
3781,NC_007984,majority,2,2,6,"{2: 2; 6: 1}"
3782,NC_011126,unanimous,4,4,4,"{4: 3}"
3783,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3784,NC_011126,unanimous,4,4,4,"{4: 3}"
3785,NC_011126,unanimous,4,4,4,"{4: 3}"
3786,NC_007984,unanimous,2,2,2,"{2: 3}"
3787,NC_011126,unanimous,4,4,4,"{4: 3}"
3788,NC_011126,unanimous,4,4,4,"{4: 3}"
3789,NC_011126,unanimous,4,4,4,"{4: 3}"
3790,NC_011126,unanimous,4,4,4,"{4: 3}"
3791,NC_011126,unanimous,4,4,4,"{4: 3}"
3792,NC_011126,unanimous,4,4,4,"{4: 3}"
3793,NC_011138,unanimous,6,6,6,"{6: 3}"
3794,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3795,NC_007984,majority,4,2,2,"{4: 1; 2: 2}"
3796,NC_011126,unanimous,4,4,4,"{4: 3}"
3797,NC_007984,unanimous,2,2,2,"{2: 3}"
3798,NC_011126,unanimous,4,4,4,"{4: 3}"
3799,NC_011126,unanimous,4,4,4,"{4: 3}"
3800,NC_011126,unanimous,4,4,4,"{4: 3}"
3801,NC_011138,unanimous,6,6,6,"{6: 3}"
3802,NC_011138,majority,6,6,9,"{6: 2; 9: 1}"
3803,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3804,NC_011126,unanimous,4,4,4,"{4: 3}"
3805,NC_011126,unanimous,4,4,4,"{4: 3}"
3806,NC_011126,unanimous,4,4,4,"{4: 3}"
3807,NC_011126,unanimous,4,4,4,"{4: 3}"
3808,NC_011126,unanimous,4,4,4,"{4: 3}"
3809,NC_011126,unanimous,4,4,4,"{4: 3}"
3810,NC_011126,unanimous,4,4,4,"{4: 3}"
3811,NC_011126,unanimous,4,4,4,"{4: 3}"
3812,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3813,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3814,NC_011126,unanimous,4,4,4,"{4: 3}"
3815,NC_011126,majority,4,4,0,"{4: 2; 0: 1}"
3816,NC_015722,unanimous,5,5,5,"{5: 3}"
3817,NC_011126,unanimous,4,4,4,"{4: 3}"
3818,NC_011126,unanimous,4,4,4,"{4: 3}"
3819,NC_011126,unanimous,4,4,4,"{4: 3}"
3820,NC_011126,unanimous,4,4,4,"{4: 3}"
3821,NC_015722,unanimous,5,5,5,"{5: 3}"
3822,NC_013943,unanimous,0,0,0,"{0: 3}"
3823,NC_011126,unanimous,4,4,4,"{4: 3}"
3824,NC_011126,unanimous,4,4,4,"{4: 3}"
3825,NC_011126,unanimous,4,4,4,"{4: 3}"
3826,NC_011126,unanimous,4,4,4,"{4: 3}"
3827,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3828,NC_011126,unanimous,4,4,4,"{4: 3}"
3829,NC_011126,unanimous,4,4,4,"{4: 3}"
3830,NC_007984,majority,2,2,5,"{2: 2; 5: 1}"
3831,NC_011126,unanimous,4,4,4,"{4: 3}"
3832,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
