sequence_id,predicted_genome,decision_type,k3_prediction,k5_prediction,k7_prediction,vote_counts
2853,NC_011126,unanimous,4,4,4,"{4: 3}"
2854,NC_011126,unanimous,4,4,4,"{4: 3}"
2855,NC_008709,tie_breaker,5,4,9,"{5: 1; 4: 1; 9: 1}"
2856,NC_011126,tie_breaker,9,5,4,"{9: 1; 5: 1; 4: 1}"
2857,NC_011126,unanimous,4,4,4,"{4: 3}"
2858,NC_011126,unanimous,4,4,4,"{4: 3}"
2859,NC_011126,unanimous,4,4,4,"{4: 3}"
2860,NC_011126,unanimous,4,4,4,"{4: 3}"
2861,NC_011126,unanimous,4,4,4,"{4: 3}"
2862,NC_011126,majority,4,6,4,"{4: 2; 6: 1}"
2863,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2864,NC_011126,unanimous,4,4,4,"{4: 3}"
2865,NC_011126,unanimous,4,4,4,"{4: 3}"
2866,NC_011126,tie_breaker,5,0,4,"{5: 1; 0: 1; 4: 1}"
2867,NC_011126,unanimous,4,4,4,"{4: 3}"
2868,NC_011126,unanimous,4,4,4,"{4: 3}"
2869,NC_011126,unanimous,4,4,4,"{4: 3}"
2870,NC_011126,unanimous,4,4,4,"{4: 3}"
2871,NC_011126,unanimous,4,4,4,"{4: 3}"
2872,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2873,NC_011126,tie_breaker,5,9,4,"{5: 1; 9: 1; 4: 1}"
2874,NC_011126,unanimous,4,4,4,"{4: 3}"
2875,NC_011126,unanimous,4,4,4,"{4: 3}"
2876,NC_011126,unanimous,4,4,4,"{4: 3}"
2877,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2878,NC_011126,unanimous,4,4,4,"{4: 3}"
2879,NC_011126,unanimous,4,4,4,"{4: 3}"
2880,NC_011126,unanimous,4,4,4,"{4: 3}"
2881,NC_011126,unanimous,4,4,4,"{4: 3}"
2882,NC_011126,unanimous,4,4,4,"{4: 3}"
2883,NC_011126,unanimous,4,4,4,"{4: 3}"
2884,NC_011126,unanimous,4,4,4,"{4: 3}"
2885,NC_011126,unanimous,4,4,4,"{4: 3}"
2886,NC_011126,unanimous,4,4,4,"{4: 3}"
2887,NC_011126,unanimous,4,4,4,"{4: 3}"
2888,NC_011126,unanimous,4,4,4,"{4: 3}"
2889,NC_011126,unanimous,4,4,4,"{4: 3}"
2890,NC_011126,unanimous,4,4,4,"{4: 3}"
2891,NC_011126,unanimous,4,4,4,"{4: 3}"
2892,NC_011126,majority,9,4,4,"{9: 1; 4: 2}"
2893,NC_011126,unanimous,4,4,4,"{4: 3}"
2894,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2895,NC_011126,unanimous,4,4,4,"{4: 3}"
2896,NC_011126,unanimous,4,4,4,"{4: 3}"
2897,NC_011126,unanimous,4,4,4,"{4: 3}"
2898,NC_011126,unanimous,4,4,4,"{4: 3}"
2899,NC_011126,unanimous,4,4,4,"{4: 3}"
2900,NC_011126,unanimous,4,4,4,"{4: 3}"
2901,NC_011126,unanimous,4,4,4,"{4: 3}"
2902,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
2903,NC_011126,unanimous,4,4,4,"{4: 3}"
2904,NC_011126,unanimous,4,4,4,"{4: 3}"
2905,NC_011126,unanimous,4,4,4,"{4: 3}"
2906,NC_011126,unanimous,4,4,4,"{4: 3}"
2907,NC_011126,unanimous,4,4,4,"{4: 3}"
2908,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
2909,NC_011126,unanimous,4,4,4,"{4: 3}"
2910,NC_011126,unanimous,4,4,4,"{4: 3}"
2911,NC_011126,unanimous,4,4,4,"{4: 3}"
2912,NC_011126,unanimous,4,4,4,"{4: 3}"
2913,NC_011126,unanimous,4,4,4,"{4: 3}"
2914,NC_011126,unanimous,4,4,4,"{4: 3}"
2915,NC_011126,unanimous,4,4,4,"{4: 3}"
2916,NC_011126,unanimous,4,4,4,"{4: 3}"
2917,NC_011126,unanimous,4,4,4,"{4: 3}"
2918,NC_011126,unanimous,4,4,4,"{4: 3}"
2919,NC_011126,unanimous,4,4,4,"{4: 3}"
2920,NC_011126,unanimous,4,4,4,"{4: 3}"
2921,NC_011126,unanimous,4,4,4,"{4: 3}"
2922,NC_011126,unanimous,4,4,4,"{4: 3}"
2923,NC_011126,unanimous,4,4,4,"{4: 3}"
2924,NC_011126,unanimous,4,4,4,"{4: 3}"
2925,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
2926,NC_011126,unanimous,4,4,4,"{4: 3}"
2927,NC_011126,unanimous,4,4,4,"{4: 3}"
2928,NC_011126,unanimous,4,4,4,"{4: 3}"
2929,NC_011126,unanimous,4,4,4,"{4: 3}"
2930,NC_011126,unanimous,4,4,4,"{4: 3}"
2931,NC_011126,unanimous,4,4,4,"{4: 3}"
2932,NC_011126,unanimous,4,4,4,"{4: 3}"
2933,NC_011126,unanimous,4,4,4,"{4: 3}"
2934,NC_011126,unanimous,4,4,4,"{4: 3}"
2935,NC_011126,unanimous,4,4,4,"{4: 3}"
2936,NC_011126,unanimous,4,4,4,"{4: 3}"
2937,NC_011126,unanimous,4,4,4,"{4: 3}"
2938,NC_011126,unanimous,4,4,4,"{4: 3}"
2939,NC_011126,unanimous,4,4,4,"{4: 3}"
2940,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2941,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2942,NC_011126,unanimous,4,4,4,"{4: 3}"
2943,NC_011126,unanimous,4,4,4,"{4: 3}"
2944,NC_011126,tie_breaker,2,5,4,"{2: 1; 5: 1; 4: 1}"
2945,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
2946,NC_011126,unanimous,4,4,4,"{4: 3}"
2947,NC_011126,unanimous,4,4,4,"{4: 3}"
2948,NC_008709,majority,9,9,4,"{9: 2; 4: 1}"
2949,NC_011126,unanimous,4,4,4,"{4: 3}"
2950,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
2951,NC_007984,majority,2,2,9,"{2: 2; 9: 1}"
2952,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2953,NC_011126,unanimous,4,4,4,"{4: 3}"
2954,NC_011126,unanimous,4,4,4,"{4: 3}"
2955,NC_011126,unanimous,4,4,4,"{4: 3}"
2956,NC_011126,unanimous,4,4,4,"{4: 3}"
2957,NC_011126,unanimous,4,4,4,"{4: 3}"
2958,NC_011126,majority,9,4,4,"{9: 1; 4: 2}"
2959,NC_011126,unanimous,4,4,4,"{4: 3}"
2960,NC_011126,unanimous,4,4,4,"{4: 3}"
2961,NC_011126,unanimous,4,4,4,"{4: 3}"
2962,NC_011126,unanimous,4,4,4,"{4: 3}"
2963,NC_013943,unanimous,0,0,0,"{0: 3}"
2964,NC_011126,unanimous,4,4,4,"{4: 3}"
2965,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2966,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
2967,NC_011126,unanimous,4,4,4,"{4: 3}"
2968,NC_011126,unanimous,4,4,4,"{4: 3}"
2969,NC_011126,unanimous,4,4,4,"{4: 3}"
2970,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2971,NC_011126,unanimous,4,4,4,"{4: 3}"
2972,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
2973,NC_011126,unanimous,4,4,4,"{4: 3}"
2974,NC_011126,unanimous,4,4,4,"{4: 3}"
2975,NC_011126,unanimous,4,4,4,"{4: 3}"
2976,NC_011126,unanimous,4,4,4,"{4: 3}"
2977,NC_011126,unanimous,4,4,4,"{4: 3}"
2978,NC_011126,unanimous,4,4,4,"{4: 3}"
2979,NC_011126,unanimous,4,4,4,"{4: 3}"
2980,NC_011126,unanimous,4,4,4,"{4: 3}"
2981,NC_011126,unanimous,4,4,4,"{4: 3}"
2982,NC_011126,unanimous,4,4,4,"{4: 3}"
2983,NC_011126,unanimous,4,4,4,"{4: 3}"
2984,NC_011126,unanimous,4,4,4,"{4: 3}"
2985,NC_011126,unanimous,4,4,4,"{4: 3}"
2986,NC_011126,unanimous,4,4,4,"{4: 3}"
2987,NC_011126,unanimous,4,4,4,"{4: 3}"
2988,NC_011126,unanimous,4,4,4,"{4: 3}"
2989,NC_011126,unanimous,4,4,4,"{4: 3}"
2990,NC_011126,unanimous,4,4,4,"{4: 3}"
2991,NC_011126,unanimous,4,4,4,"{4: 3}"
2992,NC_011126,unanimous,4,4,4,"{4: 3}"
2993,NC_011126,unanimous,4,4,4,"{4: 3}"
2994,NC_008709,majority,9,2,9,"{9: 2; 2: 1}"
2995,NC_011126,unanimous,4,4,4,"{4: 3}"
2996,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
2997,NC_011126,unanimous,4,4,4,"{4: 3}"
2998,NC_011126,unanimous,4,4,4,"{4: 3}"
2999,NC_011126,unanimous,4,4,4,"{4: 3}"
3000,NC_011126,unanimous,4,4,4,"{4: 3}"
3001,NC_011126,unanimous,4,4,4,"{4: 3}"
3002,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3003,NC_011126,unanimous,4,4,4,"{4: 3}"
3004,NC_011126,unanimous,4,4,4,"{4: 3}"
3005,NC_011126,unanimous,4,4,4,"{4: 3}"
3006,NC_011126,unanimous,4,4,4,"{4: 3}"
3007,NC_011126,unanimous,4,4,4,"{4: 3}"
3008,NC_011126,unanimous,4,4,4,"{4: 3}"
3009,NC_011126,unanimous,4,4,4,"{4: 3}"
3010,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3011,NC_011126,unanimous,4,4,4,"{4: 3}"
3012,NC_011126,unanimous,4,4,4,"{4: 3}"
3013,NC_011126,unanimous,4,4,4,"{4: 3}"
3014,NC_011126,unanimous,4,4,4,"{4: 3}"
3015,NC_011126,unanimous,4,4,4,"{4: 3}"
3016,NC_011126,unanimous,4,4,4,"{4: 3}"
3017,NC_011126,unanimous,4,4,4,"{4: 3}"
3018,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3019,NC_011126,unanimous,4,4,4,"{4: 3}"
3020,NC_011126,unanimous,4,4,4,"{4: 3}"
3021,NC_011126,unanimous,4,4,4,"{4: 3}"
3022,NC_011126,unanimous,4,4,4,"{4: 3}"
3023,NC_011126,unanimous,4,4,4,"{4: 3}"
3024,NC_011126,unanimous,4,4,4,"{4: 3}"
3025,NC_011126,unanimous,4,4,4,"{4: 3}"
3026,NC_011126,unanimous,4,4,4,"{4: 3}"
3027,NC_011126,unanimous,4,4,4,"{4: 3}"
3028,NC_011126,unanimous,4,4,4,"{4: 3}"
3029,NC_011126,unanimous,4,4,4,"{4: 3}"
3030,NC_011126,unanimous,4,4,4,"{4: 3}"
3031,NC_011126,unanimous,4,4,4,"{4: 3}"
3032,NC_011126,unanimous,4,4,4,"{4: 3}"
3033,NC_011126,unanimous,4,4,4,"{4: 3}"
3034,NC_011126,unanimous,4,4,4,"{4: 3}"
3035,NC_011126,unanimous,4,4,4,"{4: 3}"
3036,NC_011126,unanimous,4,4,4,"{4: 3}"
3037,NC_011126,unanimous,4,4,4,"{4: 3}"
3038,NC_011126,unanimous,4,4,4,"{4: 3}"
3039,NC_011126,unanimous,4,4,4,"{4: 3}"
3040,NC_011126,unanimous,4,4,4,"{4: 3}"
3041,NC_011126,unanimous,4,4,4,"{4: 3}"
3042,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3043,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3044,NC_011126,unanimous,4,4,4,"{4: 3}"
3045,NC_011126,unanimous,4,4,4,"{4: 3}"
3046,NC_011126,unanimous,4,4,4,"{4: 3}"
3047,NC_011126,unanimous,4,4,4,"{4: 3}"
3048,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3049,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3050,NC_011126,unanimous,4,4,4,"{4: 3}"
3051,NC_011126,unanimous,4,4,4,"{4: 3}"
3052,NC_011126,unanimous,4,4,4,"{4: 3}"
3053,NC_011126,unanimous,4,4,4,"{4: 3}"
3054,NC_011126,unanimous,4,4,4,"{4: 3}"
3055,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
3056,NC_011126,unanimous,4,4,4,"{4: 3}"
3057,NC_011126,unanimous,4,4,4,"{4: 3}"
3058,NC_011126,unanimous,4,4,4,"{4: 3}"
3059,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3060,NC_011126,unanimous,4,4,4,"{4: 3}"
3061,NC_011126,tie_breaker,6,9,4,"{6: 1; 9: 1; 4: 1}"
3062,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3063,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3064,NC_011126,unanimous,4,4,4,"{4: 3}"
3065,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3066,NC_011126,unanimous,4,4,4,"{4: 3}"
3067,NC_011126,unanimous,4,4,4,"{4: 3}"
3068,NC_011126,unanimous,4,4,4,"{4: 3}"
3069,NC_011126,unanimous,4,4,4,"{4: 3}"
3070,NC_011126,unanimous,4,4,4,"{4: 3}"
3071,NC_011126,unanimous,4,4,4,"{4: 3}"
3072,NC_011126,majority,9,4,4,"{9: 1; 4: 2}"
3073,NC_011126,unanimous,4,4,4,"{4: 3}"
3074,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3075,NC_011126,unanimous,4,4,4,"{4: 3}"
3076,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3077,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
3078,NC_011126,unanimous,4,4,4,"{4: 3}"
3079,NC_011126,unanimous,4,4,4,"{4: 3}"
3080,NC_011126,unanimous,4,4,4,"{4: 3}"
3081,NC_011138,majority,9,6,6,"{9: 1; 6: 2}"
3082,NC_011126,unanimous,4,4,4,"{4: 3}"
3083,NC_011126,unanimous,4,4,4,"{4: 3}"
3084,NC_011126,unanimous,4,4,4,"{4: 3}"
3085,NC_011126,tie_breaker,2,9,4,"{2: 1; 9: 1; 4: 1}"
3086,NC_011126,unanimous,4,4,4,"{4: 3}"
3087,NC_011126,unanimous,4,4,4,"{4: 3}"
3088,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3089,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3090,NC_011126,unanimous,4,4,4,"{4: 3}"
3091,NC_011126,unanimous,4,4,4,"{4: 3}"
3092,NC_011126,unanimous,4,4,4,"{4: 3}"
3093,NC_011126,unanimous,4,4,4,"{4: 3}"
3094,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3095,NC_011126,unanimous,4,4,4,"{4: 3}"
3096,NC_011126,unanimous,4,4,4,"{4: 3}"
3097,NC_011126,unanimous,4,4,4,"{4: 3}"
3098,NC_011126,unanimous,4,4,4,"{4: 3}"
3099,NC_011126,unanimous,4,4,4,"{4: 3}"
3100,NC_011126,unanimous,4,4,4,"{4: 3}"
3101,NC_011126,unanimous,4,4,4,"{4: 3}"
3102,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3103,NC_011126,majority,4,4,0,"{4: 2; 0: 1}"
3104,NC_011126,unanimous,4,4,4,"{4: 3}"
3105,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3106,NC_011126,unanimous,4,4,4,"{4: 3}"
3107,NC_011126,tie_breaker,2,6,4,"{2: 1; 6: 1; 4: 1}"
3108,NC_011126,unanimous,4,4,4,"{4: 3}"
3109,NC_008709,majority,9,9,4,"{9: 2; 4: 1}"
3110,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3111,NC_011126,unanimous,4,4,4,"{4: 3}"
3112,NC_011126,unanimous,4,4,4,"{4: 3}"
3113,NC_011126,unanimous,4,4,4,"{4: 3}"
3114,NC_011126,unanimous,4,4,4,"{4: 3}"
3115,NC_011126,unanimous,4,4,4,"{4: 3}"
3116,NC_008709,unanimous,9,9,9,"{9: 3}"
3117,NC_011126,unanimous,4,4,4,"{4: 3}"
3118,NC_011126,unanimous,4,4,4,"{4: 3}"
3119,NC_011126,unanimous,4,4,4,"{4: 3}"
3120,NC_011126,unanimous,4,4,4,"{4: 3}"
3121,NC_011126,unanimous,4,4,4,"{4: 3}"
3122,NC_011126,tie_breaker,2,6,4,"{2: 1; 6: 1; 4: 1}"
3123,NC_011126,unanimous,4,4,4,"{4: 3}"
3124,NC_007984,majority,2,2,4,"{2: 2; 4: 1}"
3125,NC_011126,unanimous,4,4,4,"{4: 3}"
3126,NC_011126,unanimous,4,4,4,"{4: 3}"
3127,NC_011126,unanimous,4,4,4,"{4: 3}"
3128,NC_011126,unanimous,4,4,4,"{4: 3}"
3129,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3130,NC_007984,unanimous,2,2,2,"{2: 3}"
3131,NC_011126,unanimous,4,4,4,"{4: 3}"
3132,NC_011126,unanimous,4,4,4,"{4: 3}"
3133,NC_011126,unanimous,4,4,4,"{4: 3}"
3134,NC_011126,unanimous,4,4,4,"{4: 3}"
3135,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3136,NC_011126,unanimous,4,4,4,"{4: 3}"
3137,NC_011126,unanimous,4,4,4,"{4: 3}"
3138,NC_011126,unanimous,4,4,4,"{4: 3}"
3139,NC_011126,unanimous,4,4,4,"{4: 3}"
3140,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3141,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3142,NC_011126,unanimous,4,4,4,"{4: 3}"
3143,NC_011126,tie_breaker,5,9,4,"{5: 1; 9: 1; 4: 1}"
3144,NC_011126,unanimous,4,4,4,"{4: 3}"
3145,NC_011126,unanimous,4,4,4,"{4: 3}"
3146,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3147,NC_011126,unanimous,4,4,4,"{4: 3}"
3148,NC_011126,unanimous,4,4,4,"{4: 3}"
3149,NC_011126,unanimous,4,4,4,"{4: 3}"
3150,NC_011126,unanimous,4,4,4,"{4: 3}"
3151,NC_011126,unanimous,4,4,4,"{4: 3}"
3152,NC_011126,unanimous,4,4,4,"{4: 3}"
3153,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3154,NC_011126,unanimous,4,4,4,"{4: 3}"
3155,NC_011126,unanimous,4,4,4,"{4: 3}"
3156,NC_011126,unanimous,4,4,4,"{4: 3}"
3157,NC_011126,unanimous,4,4,4,"{4: 3}"
3158,NC_011126,unanimous,4,4,4,"{4: 3}"
3159,NC_011126,unanimous,4,4,4,"{4: 3}"
3160,NC_011126,unanimous,4,4,4,"{4: 3}"
3161,NC_011126,unanimous,4,4,4,"{4: 3}"
3162,NC_011126,unanimous,4,4,4,"{4: 3}"
3163,NC_011126,unanimous,4,4,4,"{4: 3}"
3164,NC_011126,unanimous,4,4,4,"{4: 3}"
3165,NC_011126,unanimous,4,4,4,"{4: 3}"
3166,NC_011126,unanimous,4,4,4,"{4: 3}"
3167,NC_011126,unanimous,4,4,4,"{4: 3}"
3168,NC_011126,unanimous,4,4,4,"{4: 3}"
3169,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3170,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3171,NC_011126,unanimous,4,4,4,"{4: 3}"
3172,NC_011126,unanimous,4,4,4,"{4: 3}"
3173,NC_011126,unanimous,4,4,4,"{4: 3}"
3174,NC_011126,unanimous,4,4,4,"{4: 3}"
3175,NC_011126,unanimous,4,4,4,"{4: 3}"
3176,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3177,NC_011126,unanimous,4,4,4,"{4: 3}"
3178,NC_011126,majority,0,4,4,"{0: 1; 4: 2}"
3179,NC_011126,unanimous,4,4,4,"{4: 3}"
3180,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3181,NC_011126,unanimous,4,4,4,"{4: 3}"
3182,NC_011138,majority,6,6,0,"{6: 2; 0: 1}"
3183,NC_011126,unanimous,4,4,4,"{4: 3}"
3184,NC_011126,unanimous,4,4,4,"{4: 3}"
3185,NC_011126,unanimous,4,4,4,"{4: 3}"
3186,NC_011126,unanimous,4,4,4,"{4: 3}"
3187,NC_011126,unanimous,4,4,4,"{4: 3}"
3188,NC_011126,unanimous,4,4,4,"{4: 3}"
3189,NC_011126,unanimous,4,4,4,"{4: 3}"
3190,NC_011126,unanimous,4,4,4,"{4: 3}"
3191,NC_011126,unanimous,4,4,4,"{4: 3}"
3192,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3193,NC_011126,unanimous,4,4,4,"{4: 3}"
3194,NC_011126,unanimous,4,4,4,"{4: 3}"
3195,NC_011126,tie_breaker,9,2,4,"{9: 1; 2: 1; 4: 1}"
3196,NC_011126,unanimous,4,4,4,"{4: 3}"
3197,NC_011126,unanimous,4,4,4,"{4: 3}"
3198,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3199,NC_011126,unanimous,4,4,4,"{4: 3}"
3200,NC_011126,unanimous,4,4,4,"{4: 3}"
3201,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3202,NC_011126,unanimous,4,4,4,"{4: 3}"
3203,NC_011126,unanimous,4,4,4,"{4: 3}"
3204,NC_011126,unanimous,4,4,4,"{4: 3}"
3205,NC_015722,majority,2,5,5,"{2: 1; 5: 2}"
3206,NC_011126,unanimous,4,4,4,"{4: 3}"
3207,NC_008709,tie_breaker,4,5,9,"{4: 1; 5: 1; 9: 1}"
3208,NC_011126,unanimous,4,4,4,"{4: 3}"
3209,NC_011126,unanimous,4,4,4,"{4: 3}"
3210,NC_011126,unanimous,4,4,4,"{4: 3}"
3211,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3212,NC_011126,unanimous,4,4,4,"{4: 3}"
3213,NC_011126,unanimous,4,4,4,"{4: 3}"
3214,NC_011126,unanimous,4,4,4,"{4: 3}"
3215,NC_011126,unanimous,4,4,4,"{4: 3}"
3216,NC_011126,majority,8,4,4,"{8: 1; 4: 2}"
3217,NC_011126,majority,4,5,4,"{4: 2; 5: 1}"
3218,NC_011126,unanimous,4,4,4,"{4: 3}"
3219,NC_011126,tie_breaker,5,9,4,"{5: 1; 9: 1; 4: 1}"
3220,NC_011126,unanimous,4,4,4,"{4: 3}"
3221,NC_011126,unanimous,4,4,4,"{4: 3}"
3222,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3223,NC_011126,unanimous,4,4,4,"{4: 3}"
3224,NC_011126,unanimous,4,4,4,"{4: 3}"
3225,NC_011126,unanimous,4,4,4,"{4: 3}"
3226,NC_011126,unanimous,4,4,4,"{4: 3}"
3227,NC_011126,unanimous,4,4,4,"{4: 3}"
3228,NC_011126,unanimous,4,4,4,"{4: 3}"
3229,NC_011126,unanimous,4,4,4,"{4: 3}"
3230,NC_011126,unanimous,4,4,4,"{4: 3}"
3231,NC_011126,unanimous,4,4,4,"{4: 3}"
3232,NC_011126,unanimous,4,4,4,"{4: 3}"
3233,NC_011126,unanimous,4,4,4,"{4: 3}"
3234,NC_011126,unanimous,4,4,4,"{4: 3}"
3235,NC_011126,unanimous,4,4,4,"{4: 3}"
3236,NC_011126,unanimous,4,4,4,"{4: 3}"
3237,NC_011126,unanimous,4,4,4,"{4: 3}"
3238,NC_011126,unanimous,4,4,4,"{4: 3}"
3239,NC_011126,unanimous,4,4,4,"{4: 3}"
3240,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3241,NC_011126,unanimous,4,4,4,"{4: 3}"
3242,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3243,NC_011126,unanimous,4,4,4,"{4: 3}"
3244,NC_011126,majority,6,4,4,"{6: 1; 4: 2}"
3245,NC_011126,unanimous,4,4,4,"{4: 3}"
3246,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3247,NC_011126,unanimous,4,4,4,"{4: 3}"
3248,NC_011126,unanimous,4,4,4,"{4: 3}"
3249,NC_011126,majority,4,4,5,"{4: 2; 5: 1}"
3250,NC_011126,tie_breaker,5,6,4,"{5: 1; 6: 1; 4: 1}"
3251,NC_011126,unanimous,4,4,4,"{4: 3}"
3252,NC_011126,unanimous,4,4,4,"{4: 3}"
3253,NC_011126,unanimous,4,4,4,"{4: 3}"
3254,NC_011126,unanimous,4,4,4,"{4: 3}"
3255,NC_011126,unanimous,4,4,4,"{4: 3}"
3256,NC_011126,unanimous,4,4,4,"{4: 3}"
3257,NC_011126,unanimous,4,4,4,"{4: 3}"
3258,NC_011126,unanimous,4,4,4,"{4: 3}"
3259,NC_011126,unanimous,4,4,4,"{4: 3}"
3260,NC_011126,unanimous,4,4,4,"{4: 3}"
3261,NC_011138,majority,6,6,4,"{6: 2; 4: 1}"
3262,NC_011126,unanimous,4,4,4,"{4: 3}"
3263,NC_011126,unanimous,4,4,4,"{4: 3}"
3264,NC_011126,unanimous,4,4,4,"{4: 3}"
3265,NC_011126,unanimous,4,4,4,"{4: 3}"
3266,NC_011126,unanimous,4,4,4,"{4: 3}"
3267,NC_011126,unanimous,4,4,4,"{4: 3}"
3268,NC_011126,unanimous,4,4,4,"{4: 3}"
3269,NC_011126,majority,2,4,4,"{2: 1; 4: 2}"
3270,NC_011126,unanimous,4,4,4,"{4: 3}"
3271,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3272,NC_011126,unanimous,4,4,4,"{4: 3}"
3273,NC_011126,unanimous,4,4,4,"{4: 3}"
3274,NC_011126,unanimous,4,4,4,"{4: 3}"
3275,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3276,NC_011126,unanimous,4,4,4,"{4: 3}"
3277,NC_011126,majority,5,4,4,"{5: 1; 4: 2}"
3278,NC_011126,unanimous,4,4,4,"{4: 3}"
3279,NC_011126,unanimous,4,4,4,"{4: 3}"
3280,NC_011126,unanimous,4,4,4,"{4: 3}"
3281,NC_011126,unanimous,4,4,4,"{4: 3}"
3282,NC_011126,unanimous,4,4,4,"{4: 3}"
3283,NC_011126,unanimous,4,4,4,"{4: 3}"
3284,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3285,NC_011126,unanimous,4,4,4,"{4: 3}"
3286,NC_011126,unanimous,4,4,4,"{4: 3}"
3287,NC_011126,unanimous,4,4,4,"{4: 3}"
3288,NC_011126,unanimous,4,4,4,"{4: 3}"
3289,NC_011126,unanimous,4,4,4,"{4: 3}"
3290,NC_011126,unanimous,4,4,4,"{4: 3}"
3291,NC_011126,unanimous,4,4,4,"{4: 3}"
3292,NC_011126,unanimous,4,4,4,"{4: 3}"
3293,NC_011126,unanimous,4,4,4,"{4: 3}"
3294,NC_011126,unanimous,4,4,4,"{4: 3}"
3295,NC_011126,unanimous,4,4,4,"{4: 3}"
3296,NC_011126,unanimous,4,4,4,"{4: 3}"
3297,NC_011126,unanimous,4,4,4,"{4: 3}"
3298,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3299,NC_011126,unanimous,4,4,4,"{4: 3}"
3300,NC_011126,unanimous,4,4,4,"{4: 3}"
3301,NC_011126,unanimous,4,4,4,"{4: 3}"
3302,NC_013943,majority,0,0,4,"{0: 2; 4: 1}"
3303,NC_015722,majority,5,5,4,"{5: 2; 4: 1}"
3304,NC_011126,unanimous,4,4,4,"{4: 3}"
3305,NC_011126,majority,4,2,4,"{4: 2; 2: 1}"
3306,NC_011126,unanimous,4,4,4,"{4: 3}"
3307,NC_011126,unanimous,4,4,4,"{4: 3}"
3308,NC_011126,unanimous,4,4,4,"{4: 3}"
3309,NC_011126,unanimous,4,4,4,"{4: 3}"
3310,NC_011126,unanimous,4,4,4,"{4: 3}"
3311,NC_011126,unanimous,4,4,4,"{4: 3}"
3312,NC_011126,tie_breaker,5,2,4,"{5: 1; 2: 1; 4: 1}"
3313,NC_011126,unanimous,4,4,4,"{4: 3}"
